Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
45518,19,27,3271873.39,4,5,5,455,Loyal
45519,38,21,2442622.64,3,3,4,334,Lost
45520,8,22,2135482.2,5,4,3,543,Loyal
45521,30,17,1616158.19,4,2,2,422,New
45522,10,17,2063182.1600000001,5,2,3,523,New
45523,54,17,1637608.58,3,2,2,322,Lost
45524,184,19,2714363.44,1,2,5,125,Lost
45525,61,22,2229191.91,2,4,4,244,At Risk
45526,3,23,2046535.9000000001,5,4,3,543,Loyal
45527,40,20,2400122.04,3,3,4,334,Lost
45528,235,13,1292759.19,1,1,1,111,Lost
45529,25,20,2439418.78,4,3,4,434,New
45530,21,22,2077092.76,4,4,3,443,Loyal
45531,37,22,2837227.1,3,4,5,345,Lost
45532,194,21,2426546.1,1,3,4,134,Lost
45533,241,14,1441623.74,1,1,1,111,Lost
45534,73,22,1811552.88,2,4,2,242,At Risk
45535,50,17,2454193.47,3,2,4,324,Lost
45536,115,20,2401263.14,1,3,4,134,Lost
45537,198,16,1897146.97,1,1,3,113,Lost
45538,8,19,1351963.22,5,2,1,521,New
45539,6,21,2098152.64,5,3,3,533,New
45540,174,21,2615951.06,1,3,5,135,Lost
45541,28,18,1704325.44,4,2,2,422,New
45542,100,17,2055246.1199999999,1,2,3,123,Lost
45543,6,23,1754645.51,5,4,2,542,Loyal
45544,31,21,2758129.75,4,3,5,435,New
45545,20,21,1597904.99,4,3,2,432,New
45546,11,25,3135410.86,5,5,5,555,VIP
45547,182,21,1721667.15,1,3,2,132,Lost
45548,125,17,1126985.97,1,2,1,121,Lost
45549,32,21,2224077.81,3,3,4,334,Lost
45550,3,20,1885712.55,5,3,3,533,New
45551,10,20,2170620.06,5,3,3,533,New
45552,44,21,2470084.55,3,3,4,334,Lost
45553,127,18,1596457.56,1,2,2,122,Lost
45554,70,20,1521952.47,2,3,1,231,Lost
45555,63,16,1330697.27,2,1,1,211,Lost
45556,37,29,3282697.44,3,5,5,355,Lost
45557,14,21,1744913.6400000001,5,3,2,532,New
45558,8,13,1657797.51,5,1,2,512,New
45559,60,28,3215493.7399999998,2,5,5,255,At Risk
45560,31,24,2787973.14,4,4,5,445,Loyal
45561,3,15,1783977.98,5,1,2,512,New
45562,70,20,1820163.87,2,3,2,232,Lost
45563,14,25,2215373.85,5,5,4,554,Loyal
45564,153,24,2856009.35,1,4,5,145,At Risk
45565,16,23,2771305.47,4,4,5,445,Loyal
45566,6,22,2047386.0699999998,5,4,3,543,Loyal
45567,12,16,1247151.97,5,1,1,511,New
45568,108,22,2220082.79,1,4,4,144,At Risk
45569,31,20,1689333.3,4,3,2,432,New
45570,9,26,2513502.35,5,5,4,554,Loyal
45571,12,21,2805564.61,5,3,5,535,New
45572,22,25,2576384.61,4,5,5,455,Loyal
45573,87,21,1990876.18,2,3,3,233,Lost
45574,8,17,1871452.29,5,2,2,522,New
45575,92,16,1924065.0699999998,2,1,3,213,Lost
45576,134,23,2733801.59,1,4,5,145,At Risk
45577,72,15,1660826.18,2,1,2,212,Lost
45578,25,29,3088896.84,4,5,5,455,Loyal
45579,144,15,1317222.81,1,1,1,111,Lost
45580,199,22,2588918.23,1,4,5,145,At Risk
45581,57,24,2538063.66,2,4,4,244,At Risk
45582,18,17,1475886.1,4,2,1,421,New
45583,13,19,2209135.15,5,2,4,524,New
45584,1,25,1926643.12,5,5,3,553,Loyal
45585,118,14,1071771.06,1,1,1,111,Lost
45586,20,18,1447289.21,4,2,1,421,New
45587,104,20,2653128.61,1,3,5,135,Lost
45588,33,23,2003435.16,3,4,3,343,Lost
45589,32,15,1843602.3599999999,3,1,2,312,Lost
45590,64,22,2087587.21,2,4,3,243,At Risk
45591,2,22,2942294.27,5,4,5,545,Loyal
45592,35,15,1587001.6199999999,3,1,2,312,Lost
45593,40,28,2959097.07,3,5,5,355,Lost
45594,134,19,1803266.8299999998,1,2,2,122,Lost
45595,50,25,2733362.92,3,5,5,355,Lost
45596,34,27,2821728.72,3,5,5,355,Lost
45597,26,21,1636136.6099999999,4,3,2,432,New
45598,19,27,2961311.7199999997,4,5,5,455,Loyal
45599,52,25,2088927.32,3,5,3,353,Lost
45600,34,14,1644363.46,3,1,2,312,Lost
45601,24,24,3239838.06,4,4,5,445,Loyal
45602,69,17,1522735.1,2,2,1,221,Lost
45603,61,18,1467569.66,2,2,1,221,Lost
45604,43,26,3377802.92,3,5,5,355,Lost
45605,19,17,1891815.66,4,2,3,423,New
45606,75,23,1981216.51,2,4,3,243,At Risk
45607,16,19,1663455.1600000001,4,2,2,422,New
45608,8,25,1983578.75,5,5,3,553,Loyal
45609,15,24,3068277.93,4,4,5,445,Loyal
45610,14,19,2060600.49,5,2,3,523,New
45611,15,22,2048384.49,4,4,3,443,Loyal
45612,78,16,1503849.68,2,1,1,211,Lost
45613,42,21,2048402.81,3,3,3,333,Lost
45614,154,16,1705581.94,1,1,2,112,Lost
45615,26,16,2393655.51,4,1,4,414,New
45616,119,20,2184715.43,1,3,3,133,Lost
45617,91,20,2111930.56,2,3,3,233,Lost
45618,22,17,2185135.5,4,2,3,423,New
45619,110,23,2489445.16,1,4,4,144,At Risk
45620,128,19,1941151.26,1,2,3,123,Lost
45621,26,20,1328804.0,4,3,1,431,New
45622,80,20,2236820.45,2,3,4,234,Lost
45623,85,32,3002273.37,2,5,5,255,At Risk
45624,19,20,2590135.87,4,3,5,435,New
45625,14,25,1995649.75,5,5,3,553,Loyal
45626,37,28,3087001.06,3,5,5,355,Lost
45627,28,20,1886961.0,4,3,3,433,New
45628,73,27,2450495.87,2,5,4,254,At Risk
45629,13,24,2613070.0,5,4,5,545,Loyal
45630,12,23,2483186.07,5,4,4,544,Loyal
45631,135,9,816294.12,1,1,1,111,Lost
45632,8,16,1959368.3599999999,5,1,3,513,New
45633,40,22,2454872.32,3,4,4,344,Lost
45634,164,23,1646597.12,1,4,2,142,At Risk
45635,37,15,1586027.8699999999,3,1,2,312,Lost
45636,28,21,1985444.76,4,3,3,433,New
45637,79,13,1106358.8599999999,2,1,1,211,Lost
45638,275,13,1618119.14,1,1,2,112,Lost
45639,103,22,2171634.78,1,4,3,143,At Risk
45640,39,19,2434361.64,3,2,4,324,Lost
45641,31,25,2018594.1400000001,4,5,3,453,Loyal
45642,50,17,1776592.03,3,2,2,322,Lost
45643,3,18,2817022.3200000003,5,2,5,525,New
45644,139,23,3173018.37,1,4,5,145,At Risk
45645,31,20,2305410.4,4,3,4,434,New
45646,113,24,2786509.33,1,4,5,145,At Risk
45647,197,17,1561183.16,1,2,2,122,Lost
45648,11,19,2306843.4899999998,5,2,4,524,New
45649,97,21,2799657.1,1,3,5,135,Lost
45650,41,24,2569722.47,3,4,4,344,Lost
45651,161,14,1246378.49,1,1,1,111,Lost
45652,48,18,2162744.07,3,2,3,323,Lost
45653,8,21,1875044.48,5,3,2,532,New
45654,24,21,2319304.59,4,3,4,434,New
45655,127,17,2139715.57,1,2,3,123,Lost
45656,26,18,1942434.52,4,2,3,423,New
45657,20,18,1681688.32,4,2,2,422,New
45658,127,20,1055444.64,1,3,1,131,Lost
45659,93,18,1533899.09,2,2,1,221,Lost
45660,76,17,2261273.8,2,2,4,224,Lost
45661,127,20,1898952.08,1,3,3,133,Lost
45662,35,14,1503151.78,3,1,1,311,Lost
45663,119,12,1879332.0,1,1,3,113,Lost
45664,20,21,2356152.14,4,3,4,434,New
45665,44,17,2267690.57,3,2,4,324,Lost
45666,8,25,2322691.92,5,5,4,554,Loyal
45667,6,13,1298792.8,5,1,1,511,New
45668,116,24,2990468.7399999998,1,4,5,145,At Risk
45669,23,16,1947612.04,4,1,3,413,New
45670,106,20,1577832.36,1,3,2,132,Lost
45671,155,21,2595414.41,1,3,5,135,Lost
45672,10,17,2179911.03,5,2,3,523,New
45673,2,15,1398547.1300000001,5,1,1,511,New
45674,174,19,1628815.2,1,2,2,122,Lost
45675,136,16,1938529.22,1,1,3,113,Lost
45676,68,19,2293215.2800000003,2,2,4,224,Lost
45677,25,19,2378321.14,4,2,4,424,New
45678,22,27,2575383.1,4,5,5,455,Loyal
45679,9,17,1461366.65,5,2,1,521,New
45680,79,20,1942661.38,2,3,3,233,Lost
45681,6,30,2978617.9,5,5,5,555,VIP
45682,18,19,1410432.45,4,2,1,421,New
45683,7,20,2364581.27,5,3,4,534,New
45684,78,16,1643364.99,2,1,2,212,Lost
45685,37,13,1325343.06,3,1,1,311,Lost
45686,65,19,1754509.85,2,2,2,222,Lost
45687,195,8,1102954.51,1,1,1,111,Lost
45688,34,25,3047932.46,3,5,5,355,Lost
45689,2,19,2021896.2,5,2,3,523,New
45690,2,14,1256802.03,5,1,1,511,New
45691,59,25,2325298.86,2,5,4,254,At Risk
45692,10,17,1468837.36,5,2,1,521,New
45693,62,24,2426002.22,2,4,4,244,At Risk
45694,67,25,2384358.08,2,5,4,254,At Risk
45695,33,23,2565258.4699999997,3,4,4,344,Lost
45696,45,14,1103236.05,3,1,1,311,Lost
45697,37,22,2346010.45,3,4,4,344,Lost
45698,7,16,2308641.79,5,1,4,514,New
45699,5,13,1299312.72,5,1,1,511,New
45700,6,20,1495144.99,5,3,1,531,New
45701,49,12,1275658.92,3,1,1,311,Lost
45702,64,19,2318405.99,2,2,4,224,Lost
45703,8,19,1973312.8499999999,5,2,3,523,New
45704,171,14,1704608.04,1,1,2,112,Lost
45705,42,15,1177849.08,3,1,1,311,Lost
45706,150,19,1597558.65,1,2,2,122,Lost
45707,26,19,2048624.9,4,2,3,423,New
45708,2,27,2856304.16,5,5,5,555,VIP
45709,11,26,2488657.98,5,5,4,554,Loyal
45710,37,23,2620014.4,3,4,5,345,Lost
45711,137,11,845161.93,1,1,1,111,Lost
45712,12,20,2103162.26,5,3,3,533,New
45713,43,18,1892701.03,3,2,3,323,Lost
45714,57,22,2235785.63,2,4,4,244,At Risk
45715,44,16,1507312.66,3,1,1,311,Lost
45716,130,17,1543387.7,1,2,1,121,Lost
45717,5,26,2803269.96,5,5,5,555,VIP
45718,11,18,1520549.83,5,2,1,521,New
45719,66,22,1518399.52,2,4,1,241,At Risk
45720,40,22,2473603.36,3,4,4,344,Lost
45721,12,19,1710884.49,5,2,2,522,New
45722,121,16,1052462.95,1,1,1,111,Lost
45723,14,21,2413778.26,5,3,4,534,New
45724,15,18,1537159.83,4,2,1,421,New
45725,58,15,1297513.19,2,1,1,211,Lost
45726,11,19,2139123.26,5,2,3,523,New
45727,57,23,2524330.09,2,4,4,244,At Risk
45728,7,20,2159067.28,5,3,3,533,New
45729,26,22,2570338.21,4,4,4,444,Loyal
45730,304,13,1081632.68,1,1,1,111,Lost
45731,4,19,1942496.99,5,2,3,523,New
45732,15,17,1441802.55,4,2,1,421,New
45733,23,20,1426325.22,4,3,1,431,New
45734,185,11,1439561.43,1,1,1,111,Lost
45735,88,14,1355036.03,2,1,1,211,Lost
45736,4,18,1819749.02,5,2,2,522,New
45737,21,17,1762727.3399999999,4,2,2,422,New
45738,50,24,2569376.41,3,4,4,344,Lost
45739,28,17,2262179.54,4,2,4,424,New
45740,5,28,2500862.53,5,5,4,554,Loyal
45741,31,18,1361441.16,4,2,1,421,New
45742,92,11,962255.75,2,1,1,211,Lost
45743,19,26,3027245.02,4,5,5,455,Loyal
45744,19,14,1547949.51,4,1,2,412,New
45745,92,24,2467415.48,2,4,4,244,At Risk
45746,45,22,2252171.69,3,4,4,344,Lost
45747,29,16,1599993.92,4,1,2,412,New
45748,28,22,2386850.54,4,4,4,444,Loyal
45749,5,26,2492017.18,5,5,4,554,Loyal
45750,65,20,1560049.9,2,3,2,232,Lost
45751,79,17,1355957.51,2,2,1,221,Lost
45752,45,25,2685325.12,3,5,5,355,Lost
45753,74,23,2749339.02,2,4,5,245,At Risk
45754,35,23,2577753.27,3,4,5,345,Lost
45755,20,27,2643424.07,4,5,5,455,Loyal
45756,9,23,1902731.72,5,4,3,543,Loyal
45757,11,11,646524.44,5,1,1,511,New
45758,49,19,1709626.3900000001,3,2,2,322,Lost
45759,5,17,1107114.46,5,2,1,521,New
45760,93,17,1995158.12,2,2,3,223,Lost
45761,96,16,1196316.42,2,1,1,211,Lost
45762,4,20,1832551.19,5,3,2,532,New
45763,14,28,2346647.01,5,5,4,554,Loyal
45764,102,27,3400193.92,1,5,5,155,At Risk
45765,5,24,2896356.75,5,4,5,545,Loyal
45766,19,22,2201811.57,4,4,4,444,Loyal
45767,41,23,2175478.11,3,4,3,343,Lost
45768,46,17,1722709.52,3,2,2,322,Lost
45769,41,21,2355410.97,3,3,4,334,Lost
45770,20,21,1637396.51,4,3,2,432,New
45771,14,21,2894817.63,5,3,5,535,New
45772,26,25,2128872.71,4,5,3,453,Loyal
45773,27,19,1813384.97,4,2,2,422,New
45774,103,18,1748139.17,1,2,2,122,Lost
45775,85,26,2932817.1,2,5,5,255,At Risk
45776,86,22,3265520.39,2,4,5,245,At Risk
45777,11,20,2072938.48,5,3,3,533,New
45778,74,24,2805101.25,2,4,5,245,At Risk
45779,17,12,1235122.11,4,1,1,411,New
45780,80,21,1513422.8699999999,2,3,1,231,Lost
45781,68,16,1980506.94,2,1,3,213,Lost
45782,24,27,2434495.19,4,5,4,454,Loyal
45783,285,17,1606363.74,1,2,2,122,Lost
45784,1,29,3009451.24,5,5,5,555,VIP
45785,24,18,1428314.96,4,2,1,421,New
45786,9,22,2196626.4899999998,5,4,4,544,Loyal
45787,25,20,1384691.45,4,3,1,431,New
45788,208,21,1894149.33,1,3,3,133,Lost
45789,64,22,2559221.43,2,4,4,244,At Risk
45790,46,23,2455413.35,3,4,4,344,Lost
45791,180,16,1272602.3499999999,1,1,1,111,Lost
45792,140,18,2070322.97,1,2,3,123,Lost
45793,52,18,2212633.81,3,2,4,324,Lost
45794,53,22,2538935.25,3,4,4,344,Lost
45795,56,17,1730914.1300000001,2,2,2,222,Lost
45796,39,14,1502244.09,3,1,1,311,Lost
45797,14,19,1992331.15,5,2,3,523,New
45798,15,26,2858171.79,4,5,5,455,Loyal
45799,112,19,2105707.44,1,2,3,123,Lost
45800,44,12,945448.96,3,1,1,311,Lost
45801,6,18,2116213.83,5,2,3,523,New
45802,139,22,1794739.17,1,4,2,142,At Risk
45803,55,22,2510733.54,3,4,4,344,Lost
45804,9,19,1665591.56,5,2,2,522,New
45805,129,14,1368820.8,1,1,1,111,Lost
45806,59,23,2392935.74,2,4,4,244,At Risk
45807,19,23,2601719.67,4,4,5,445,Loyal
45808,26,26,2387980.4299999997,4,5,4,454,Loyal
45809,8,27,2650221.86,5,5,5,555,VIP
45810,72,24,2212034.7,2,4,4,244,At Risk
45811,25,24,2784852.64,4,4,5,445,Loyal
45812,35,23,1843416.32,3,4,2,342,Lost
45813,12,24,2449614.0100000002,5,4,4,544,Loyal
45814,204,25,2300661.27,1,5,4,154,At Risk
45815,2,24,2000307.02,5,4,3,543,Loyal
45816,68,23,2487480.71,2,4,4,244,At Risk
45817,5,20,1897431.88,5,3,3,533,New
45818,101,22,2276006.38,1,4,4,144,At Risk
45819,10,17,919375.27,5,2,1,521,New
45820,60,17,1883548.38,2,2,3,223,Lost
45821,36,21,1742142.58,3,3,2,332,Lost
45822,39,20,1951865.65,3,3,3,333,Lost
45823,6,24,2118126.67,5,4,3,543,Loyal
45824,19,23,2599846.14,4,4,5,445,Loyal
45825,5,27,3567895.47,5,5,5,555,VIP
45826,113,14,1927371.6199999999,1,1,3,113,Lost
45827,29,30,3366140.73,4,5,5,455,Loyal
45828,23,22,1761566.67,4,4,2,442,Loyal
45829,46,24,2369493.0100000002,3,4,4,344,Lost
45830,30,25,2623163.97,4,5,5,455,Loyal
45831,70,19,2363607.56,2,2,4,224,Lost
45832,13,16,2069802.18,5,1,3,513,New
45833,36,17,1105461.45,3,2,1,321,Lost
45834,42,26,2413792.4899999998,3,5,4,354,Lost
45835,123,19,2173013.47,1,2,3,123,Lost
45836,54,23,2256409.1,3,4,4,344,Lost
45837,70,21,1374837.56,2,3,1,231,Lost
45838,19,23,2048771.4000000001,4,4,3,443,Loyal
45839,176,18,1864756.77,1,2,2,122,Lost
45840,276,22,2224961.5300000003,1,4,4,144,At Risk
45841,74,23,1962478.16,2,4,3,243,At Risk
45842,17,27,2693972.87,4,5,5,455,Loyal
45843,22,21,2717705.09,4,3,5,435,New
45844,4,15,1115575.6,5,1,1,511,New
45845,173,18,1505014.76,1,2,1,121,Lost
45846,18,27,3061606.04,4,5,5,455,Loyal
45847,21,19,1686039.5,4,2,2,422,New
45848,58,20,1897202.59,2,3,3,233,Lost
45849,1,26,2100619.05,5,5,3,553,Loyal
45850,73,14,2062796.84,2,1,3,213,Lost
45851,18,19,2167831.63,4,2,3,423,New
45852,95,28,3389479.69,2,5,5,255,At Risk
45853,30,25,1917207.3,4,5,3,453,Loyal
45854,109,23,1839745.6,1,4,2,142,At Risk
45855,1,20,2115179.94,5,3,3,533,New
45856,179,17,1434819.1099999999,1,2,1,121,Lost
45857,20,17,1998389.03,4,2,3,423,New
45858,2,18,2089806.62,5,2,3,523,New
45859,30,19,2040561.9500000002,4,2,3,423,New
45860,19,18,1837482.0899999999,4,2,2,422,New
45861,4,27,2026077.77,5,5,3,553,Loyal
45862,136,20,1796671.12,1,3,2,132,Lost
45863,29,26,3392755.81,4,5,5,455,Loyal
45864,158,18,2155714.06,1,2,3,123,Lost
45865,15,16,1547063.64,4,1,2,412,New
45866,110,24,2514923.0,1,4,4,144,At Risk
45867,40,24,2321547.06,3,4,4,344,Lost
45868,2,17,1279766.22,5,2,1,521,New
45869,2,20,2209667.88,5,3,4,534,New
45870,3,18,2091409.68,5,2,3,523,New
45871,109,9,675807.55,1,1,1,111,Lost
45872,39,21,2555449.72,3,3,4,334,Lost
45873,24,19,1788184.67,4,2,2,422,New
45874,27,21,2274386.72,4,3,4,434,New
45875,173,12,966947.24,1,1,1,111,Lost
45876,14,22,2357419.49,5,4,4,544,Loyal
45877,26,19,2659508.0,4,2,5,425,New
45878,138,19,2208032.02,1,2,4,124,Lost
45879,8,20,2226246.53,5,3,4,534,New
45880,26,22,1609588.96,4,4,2,442,Loyal
45881,21,19,2611717.83,4,2,5,425,New
45882,113,17,1532985.06,1,2,1,121,Lost
45883,34,22,2306300.2199999997,3,4,4,344,Lost
45884,103,20,1797035.9400000002,1,3,2,132,Lost
45885,4,24,2441818.03,5,4,4,544,Loyal
45886,205,21,1406827.2,1,3,1,131,Lost
45887,47,17,977836.61,3,2,1,321,Lost
45888,1,24,2814158.21,5,4,5,545,Loyal
45889,21,21,1685644.98,4,3,2,432,New
45890,32,19,1961636.09,3,2,3,323,Lost
45891,2,21,1966632.15,5,3,3,533,New
45892,32,19,2881782.69,3,2,5,325,Lost
45893,22,29,2991073.94,4,5,5,455,Loyal
45894,15,16,2028099.35,4,1,3,413,New
45895,17,17,1526075.51,4,2,1,421,New
45896,72,15,1673149.45,2,1,2,212,Lost
45897,39,19,1701177.78,3,2,2,322,Lost
45898,70,25,2482470.32,2,5,4,254,At Risk
45899,83,19,2317115.81,2,2,4,224,Lost
45900,10,28,3837429.78,5,5,5,555,VIP
45901,1,22,2702966.8,5,4,5,545,Loyal
45902,43,25,2456623.79,3,5,4,354,Lost
45903,209,24,2100448.89,1,4,3,143,At Risk
45904,177,25,3295870.38,1,5,5,155,At Risk
45905,9,19,1281469.3,5,2,1,521,New
45906,42,19,2088384.1199999999,3,2,3,323,Lost
45907,72,18,1342420.22,2,2,1,221,Lost
45908,3,16,1411664.17,5,1,1,511,New
45909,19,20,2748415.95,4,3,5,435,New
45910,118,19,1501187.18,1,2,1,121,Lost
45911,179,21,2901049.54,1,3,5,135,Lost
45912,76,17,1902624.98,2,2,3,223,Lost
45913,161,20,1762873.51,1,3,2,132,Lost
45914,66,16,1112697.76,2,1,1,211,Lost
45915,182,18,1608464.82,1,2,2,122,Lost
45916,10,20,2197467.4899999998,5,3,4,534,New
45917,2,21,1791000.67,5,3,2,532,New
45918,57,21,1706192.57,2,3,2,232,Lost
45919,58,18,1477567.8,2,2,1,221,Lost
45920,27,18,1977039.34,4,2,3,423,New
45921,19,22,1981118.72,4,4,3,443,Loyal
45922,96,18,1804302.8699999999,2,2,2,222,Lost
45923,41,21,2702713.21,3,3,5,335,Lost
45924,64,19,1563256.1,2,2,2,222,Lost
45925,83,13,1354237.51,2,1,1,211,Lost
45926,78,20,1766347.1099999999,2,3,2,232,Lost
45927,10,24,2875946.5300000003,5,4,5,545,Loyal
45928,140,19,1763442.61,1,2,2,122,Lost
45929,26,20,1765983.97,4,3,2,432,New
45930,4,25,1987047.58,5,5,3,553,Loyal
45931,63,15,1805392.97,2,1,2,212,Lost
45932,57,30,3527441.5300000003,2,5,5,255,At Risk
45933,7,18,1653482.71,5,2,2,522,New
45934,31,15,1082960.23,4,1,1,411,New
45935,97,23,1921515.65,1,4,3,143,At Risk
45936,32,28,2155708.65,3,5,3,353,Lost
45937,48,11,909486.8300000001,3,1,1,311,Lost
45938,184,13,1059550.48,1,1,1,111,Lost
45939,4,22,2263593.86,5,4,4,544,Loyal
45940,9,24,2596943.79,5,4,5,545,Loyal
45941,9,22,1256657.3599999999,5,4,1,541,Loyal
45942,26,22,2448070.06,4,4,4,444,Loyal
45943,9,17,2509727.13,5,2,4,524,New
45944,83,16,1331306.52,2,1,1,211,Lost
45945,146,20,1866075.4100000001,1,3,2,132,Lost
45946,6,15,1359137.16,5,1,1,511,New
45947,46,15,2455554.91,3,1,4,314,Lost
45948,2,11,1280865.81,5,1,1,511,New
45949,25,24,2471994.89,4,4,4,444,Loyal
45950,18,24,2220730.33,4,4,4,444,Loyal
45951,97,25,2582023.9899999998,1,5,5,155,At Risk
45952,45,15,1620137.83,3,1,2,312,Lost
45953,16,13,1401948.97,4,1,1,411,New
45954,7,19,1970208.53,5,2,3,523,New
45955,37,33,3275691.09,3,5,5,355,Lost
45956,138,17,1727833.2,1,2,2,122,Lost
45957,15,11,1415751.47,4,1,1,411,New
45958,310,16,2201403.22,1,1,4,114,Lost
45959,87,23,3012024.67,2,4,5,245,At Risk
45960,38,24,2488841.79,3,4,4,344,Lost
45961,239,11,926596.03,1,1,1,111,Lost
45962,57,19,2311252.14,2,2,4,224,Lost
45963,34,18,1995249.47,3,2,3,323,Lost
45964,243,13,1520613.01,1,1,1,111,Lost
45965,16,14,1572946.1,4,1,2,412,New
45966,7,13,1638200.41,5,1,2,512,New
45967,3,19,1606902.0,5,2,2,522,New
45968,6,20,2218925.83,5,3,4,534,New
45969,31,21,2499370.02,4,3,4,434,New
45970,16,26,2539804.39,4,5,4,454,Loyal
45971,113,16,1523246.09,1,1,1,111,Lost
45972,9,25,2416604.2,5,5,4,554,Loyal
45973,13,21,2520145.95,5,3,4,534,New
45974,71,22,2202494.67,2,4,4,244,At Risk
45975,119,25,2493028.64,1,5,4,154,At Risk
45976,166,17,1929503.08,1,2,3,123,Lost
45977,199,21,2538687.04,1,3,4,134,Lost
45978,22,20,2703467.5300000003,4,3,5,435,New
45979,149,12,1391310.5899999999,1,1,1,111,Lost
45980,11,29,2962848.97,5,5,5,555,VIP
45981,6,16,1106825.14,5,1,1,511,New
45982,70,17,1801872.07,2,2,2,222,Lost
45983,26,17,1487804.8,4,2,1,421,New
45984,8,31,3052385.05,5,5,5,555,VIP
45985,119,22,3054555.35,1,4,5,145,At Risk
45986,30,25,2062835.45,4,5,3,453,Loyal
45987,24,14,1134968.5,4,1,1,411,New
45988,114,19,2167598.51,1,2,3,123,Lost
45989,23,17,1800855.6099999999,4,2,2,422,New
45990,19,19,1979984.85,4,2,3,423,New
45991,19,16,1190836.48,4,1,1,411,New
45992,78,19,2143907.28,2,2,3,223,Lost
45993,10,24,2488804.71,5,4,4,544,Loyal
45994,20,19,1969702.7,4,2,3,423,New
45995,160,23,2537216.82,1,4,4,144,At Risk
45996,58,25,2446316.64,2,5,4,254,At Risk
45997,78,16,1175486.68,2,1,1,211,Lost
45998,2,16,2216128.27,5,1,4,514,New
45999,20,20,2008855.83,4,3,3,433,New
46000,14,17,1708238.05,5,2,2,522,New
46001,15,20,1735025.21,4,3,2,432,New
46002,165,17,1035571.35,1,2,1,121,Lost
46003,48,26,1814590.38,3,5,2,352,Lost
46004,48,17,1543468.3699999999,3,2,1,321,Lost
46005,122,9,626054.41,1,1,1,111,Lost
46006,37,27,2569523.04,3,5,4,354,Lost
46007,41,19,1701947.41,3,2,2,322,Lost
46008,12,18,1942343.03,5,2,3,523,New
46009,22,26,2590618.46,4,5,5,455,Loyal
46010,9,23,3244569.74,5,4,5,545,Loyal
46011,5,19,1951254.18,5,2,3,523,New
46012,11,28,2588486.95,5,5,5,555,VIP
46013,153,18,2049083.45,1,2,3,123,Lost
46014,16,11,1219819.25,4,1,1,411,New
46015,276,16,1497448.97,1,1,1,111,Lost
46016,92,21,3105886.38,2,3,5,235,Lost
46017,7,24,1923163.49,5,4,3,543,Loyal
46018,4,23,2331167.56,5,4,4,544,Loyal
46019,4,25,1589323.33,5,5,2,552,Loyal
46020,56,22,2007790.81,2,4,3,243,At Risk
46021,131,23,1974356.3699999999,1,4,3,143,At Risk
46022,132,22,2802070.65,1,4,5,145,At Risk
46023,30,19,2465890.71,4,2,4,424,New
46024,52,19,1138249.87,3,2,1,321,Lost
46025,112,24,3072209.54,1,4,5,145,At Risk
46026,92,19,1710327.47,2,2,2,222,Lost
46027,11,21,2235625.56,5,3,4,534,New
46028,8,28,3359964.56,5,5,5,555,VIP
46029,45,23,1829511.99,3,4,2,342,Lost
46030,117,29,3296279.05,1,5,5,155,At Risk
46031,27,21,1850868.95,4,3,2,432,New
46032,80,18,1814518.9,2,2,2,222,Lost
46033,43,18,1995866.27,3,2,3,323,Lost
46034,20,20,2581556.41,4,3,5,435,New
46035,97,16,1690783.72,1,1,2,112,Lost
46036,44,28,2836265.63,3,5,5,355,Lost
46037,77,15,1746886.39,2,1,2,212,Lost
46038,10,14,1570680.21,5,1,2,512,New
46039,77,22,2622504.01,2,4,5,245,At Risk
46040,71,21,2599261.23,2,3,5,235,Lost
46041,40,22,2531208.15,3,4,4,344,Lost
46042,55,21,1976469.3499999999,3,3,3,333,Lost
46043,66,27,4391756.82,2,5,5,255,At Risk
46044,53,24,2305065.56,3,4,4,344,Lost
46045,28,22,2161057.8200000003,4,4,3,443,Loyal
46046,1,23,3237333.96,5,4,5,545,Loyal
46047,38,16,1203828.96,3,1,1,311,Lost
46048,85,15,1399997.29,2,1,1,211,Lost
46049,59,14,1701144.51,2,1,2,212,Lost
46050,57,25,3247784.4899999998,2,5,5,255,At Risk
46051,51,23,2380384.11,3,4,4,344,Lost
46052,59,18,1329980.44,2,2,1,221,Lost
46053,150,20,1891787.08,1,3,3,133,Lost
46054,34,15,1793858.76,3,1,2,312,Lost
46055,51,22,2518049.4,3,4,4,344,Lost
46056,83,15,2000967.44,2,1,3,213,Lost
46057,17,23,2855971.84,4,4,5,445,Loyal
46058,8,23,2484629.83,5,4,4,544,Loyal
46059,113,26,3201088.02,1,5,5,155,At Risk
46060,119,27,3101470.58,1,5,5,155,At Risk
46061,79,36,3120441.88,2,5,5,255,At Risk
46062,74,26,2466602.97,2,5,4,254,At Risk
46063,12,21,1688673.71,5,3,2,532,New
46064,85,19,1652389.4,2,2,2,222,Lost
46065,7,18,2017211.0,5,2,3,523,New
46066,49,16,1431299.26,3,1,1,311,Lost
46067,11,27,1602863.4200000002,5,5,2,552,Loyal
46068,3,26,2453490.18,5,5,4,554,Loyal
46069,1,18,2056980.96,5,2,3,523,New
46070,52,25,3890865.97,3,5,5,355,Lost
46071,303,15,1599163.81,1,1,2,112,Lost
46072,19,18,1943872.9,4,2,3,423,New
46073,127,22,3452478.06,1,4,5,145,At Risk
46074,75,24,2010356.07,2,4,3,243,At Risk
